Team,Opp,Date,Number,Round,Game,Location,W/L,Importance,Points,Oppo,Diff,Team FG,Team FGA,Team FG%,Team 3P,Team 3PA,Team 3P%,Team FT,Team FTA,Team FT%,Team ORB,Team TRB,Team AST,Team STL,Team BLK,Team TOV,Team PF,Opponent FG,Opponent FGA,Opponent FG%,Opponent 3P,Opponent 3PA,Opponent 3P%,Opponent FT,Opponent FTA,Opponent FT%,Opponent ORB,Opponent TRB,Opponent AST,Opponent STL,Opponent BLK,Opponent TOV,Opponent PF,Advanced ORtg,Advanced DRtg,Advanced Pace,Advanced FTr,Advanced 3PAr,Advanced TS%,Advanced TRB%,Advanced AST%,Advanced STL%,Advanced BLK%,Offensive Four Factors eFG%,Offensive Four Factors TOV%,Offensive Four Factors ORB%,Offensive Four Factors FT/FGA,Defensive Four Factors eFG%,Defensive Four Factors TOV%,Defensive Four Factors DRB%,Defensive Four Factors FT/FGA
Heat,CHI,5/15/2011,1,3,11,Away,L,0,82,103,-21,32,68,0.471,3,8,0.375,15,15,1,6,33,11,7,6,16,15,38,87,0.437,10,21,0.476,17,20,0.85,19,45,23,11,5,9,13,99.3,124.8,82.6,0.221,0.118,0.55,42.3,34.4,8.5,9.1,0.493,17.7,18.8,0.221,0.494,8.6,58.7,0.195
Heat,CHI,5/18/2011,2,3,12,Away,W,0,85,75,10,32,68,0.471,3,13,0.231,18,24,0.75,10,45,18,7,6,15,26,28,82,0.341,3,20,0.15,16,26,0.615,17,41,15,6,7,10,25,103.2,91,82.4,0.353,0.191,0.541,52.3,56.3,8.5,9.7,0.493,16,29.4,0.265,0.36,9.7,67.3,0.195
Heat,CHI,5/22/2011,3,3,13,Home,W,0,96,85,11,34,67,0.507,3,9,0.333,25,29,0.862,5,32,20,6,8,10,17,32,77,0.416,5,12,0.417,16,21,0.762,13,41,15,5,4,11,24,117.1,103.7,82,0.433,0.134,0.602,43.8,58.8,7.3,12.3,0.53,11.1,15.2,0.373,0.448,11.3,67.5,0.208
Heat,CHI,5/24/2011,4,3,14,Home,W,0,101,93,8,32,75,0.427,5,13,0.385,32,38,0.842,8,41,12,12,10,15,24,35,87,0.402,6,24,0.25,17,22,0.773,10,42,20,8,5,19,28,102.1,94,89.6,0.507,0.173,0.551,49.4,37.5,12.1,15.9,0.46,14.1,20,0.427,0.437,16.4,76.7,0.195
Heat,CHI,5/26/2011,5,3,15,Away,W,1,83,80,3,26,66,0.394,6,15,0.4,25,33,0.758,6,42,12,7,8,15,18,29,81,0.358,7,22,0.318,15,21,0.714,11,45,18,8,7,10,28,95.3,91.9,87.1,0.5,0.227,0.515,48.3,46.2,8,13.6,0.439,15.7,15,0.379,0.401,10,76.6,0.185
Heat,DAL,5/31/2011,1,4,16,Home,W,0,92,84,8,31,80,0.388,11,24,0.458,19,26,0.731,16,46,20,5,4,10,21,25,67,0.373,9,22,0.409,25,32,0.781,6,36,18,6,8,11,22,111.2,101.5,82.7,0.325,0.3,0.503,56.1,64.5,6,8.9,0.456,9.9,34.8,0.238,0.44,11.9,83.3,0.373
Heat,DAL,6/2/2011,2,4,17,Home,L,0,93,95,-2,34,73,0.466,9,30,0.3,16,24,0.667,6,30,13,15,6,12,17,36,75,0.48,6,17,0.353,17,21,0.81,11,41,18,8,2,18,20,105.7,108,88,0.329,0.411,0.556,42.3,38.2,17.1,10.3,0.527,12.6,16.7,0.219,0.52,17.6,68.6,0.227
Heat,DAL,6/5/2011,3,4,18,Away,W,0,88,86,2,34,78,0.436,8,19,0.421,12,15,0.8,9,36,20,8,5,10,27,28,70,0.4,8,21,0.381,22,27,0.815,12,42,18,3,8,14,14,107.2,104.8,82.1,0.192,0.244,0.52,46.2,58.8,9.7,10.2,0.487,10.6,23.1,0.154,0.457,14.6,69.2,0.314
Heat,DAL,6/7/2011,4,4,19,Away,L,0,83,86,-3,32,75,0.427,2,14,0.143,17,24,0.708,15,44,19,8,5,13,23,29,73,0.397,4,19,0.211,24,30,0.8,12,41,13,7,2,11,18,101.1,104.8,82.1,0.32,0.187,0.485,51.8,59.4,9.7,9.3,0.44,13.2,34.1,0.227,0.425,11.3,70.7,0.329
Heat,DAL,6/9/2011,5,4,20,Away,L,0,103,112,-9,37,70,0.529,8,20,0.4,21,26,0.808,9,36,25,5,4,16,26,39,69,0.565,13,19,0.684,21,27,0.778,4,26,23,8,3,11,20,119.2,129.6,86.4,0.371,0.286,0.632,58.1,67.6,5.8,8,0.586,16.4,29,0.3,0.659,12,87.1,0.304
Heat,DAL,6/12/2011,6,4,21,Home,L,0,95,105,-10,34,72,0.472,7,23,0.304,20,33,0.606,9,39,20,7,3,16,14,41,82,0.5,11,26,0.423,12,18,0.667,10,40,19,11,1,14,24,103.2,114.1,92,0.458,0.319,0.549,49.4,58.8,7.6,5.4,0.521,15.6,23.1,0.278,0.567,13.5,75,0.146
Heat,NYK,4/28/2012,1,1,1,Home,W,0,100,67,33,34,70,0.486,8,21,0.381,24,33,0.727,13,38,16,12,4,14,17,25,70,0.357,7,21,0.333,10,11,0.909,15,41,11,8,0,24,26,121.4,81.4,82.4,0.471,0.3,0.592,48.1,47.1,14.6,8.2,0.543,14.2,33.3,0.343,0.407,24.3,62.5,0.143
Heat,NYK,4/30/2012,2,1,2,Home,W,0,104,94,10,38,73,0.521,9,21,0.429,19,27,0.704,7,33,28,6,3,8,17,38,77,0.494,5,15,0.333,13,19,0.684,12,40,15,3,2,13,22,123.3,111.4,84.4,0.37,0.288,0.613,45.2,73.7,7.1,4.8,0.582,8.6,20,0.26,0.526,13.2,68.4,0.169
Heat,NYK,5/3/2012,3,1,3,Away,W,0,87,70,17,29,68,0.426,11,29,0.379,18,22,0.818,7,40,11,13,3,17,21,22,69,0.319,4,20,0.2,22,29,0.759,14,42,8,6,3,18,21,102.9,82.8,84.5,0.324,0.426,0.56,48.8,37.9,15.4,6.1,0.507,18,20,0.265,0.348,18,70.2,0.319
Heat,NYK,5/6/2012,4,1,4,Away,L,0,87,89,-2,30,73,0.411,3,19,0.158,24,35,0.686,9,40,20,8,6,14,26,32,75,0.427,5,22,0.227,20,29,0.69,10,43,16,6,1,17,29,94.8,97,91.8,0.479,0.26,0.492,48.2,66.7,8.7,11.3,0.432,13.7,21.4,0.329,0.46,16.2,75.6,0.267
Heat,NYK,5/9/2012,5,1,5,Home,W,1,106,94,12,34,78,0.436,9,19,0.474,29,34,0.853,13,42,20,7,3,10,18,36,76,0.474,4,13,0.308,18,21,0.857,11,36,13,7,5,13,23,123.9,109.9,85.6,0.436,0.244,0.57,53.8,58.8,8.2,4.8,0.494,9.7,34.2,0.372,0.5,13.2,72.5,0.237
Heat,IND,5/13/2012,1,2,6,Home,W,0,95,86,9,33,81,0.407,0,6,0,29,38,0.763,15,45,16,8,5,12,22,31,77,0.403,4,17,0.235,20,28,0.714,8,38,18,7,3,15,31,103.3,93.5,92,0.469,0.074,0.486,54.2,48.5,8.7,8.3,0.407,10.9,33.3,0.358,0.429,14.4,78.9,0.26
Heat,IND,5/15/2012,2,2,7,Home,L,0,75,78,-3,27,78,0.346,1,16,0.063,20,29,0.69,14,40,11,10,5,12,22,28,74,0.378,3,15,0.2,19,27,0.704,15,50,10,8,7,17,25,88.3,91.9,84.9,0.372,0.205,0.413,44.4,40.7,11.8,8.5,0.353,11.7,28.6,0.256,0.399,16.5,63.4,0.257
Heat,IND,5/17/2012,3,2,8,Away,L,0,75,94,-19,29,78,0.372,4,20,0.2,13,18,0.722,11,36,9,5,6,14,21,33,76,0.434,8,14,0.571,20,23,0.87,16,52,20,6,8,14,20,89.2,111.8,84.1,0.231,0.256,0.436,40.9,31,5.9,9.7,0.397,14,23.4,0.167,0.487,14,61,0.263
Heat,IND,5/20/2012,4,2,9,Away,W,0,101,93,8,38,80,0.475,5,12,0.417,20,28,0.714,14,47,20,8,9,15,24,33,79,0.418,7,22,0.318,20,24,0.833,8,38,17,7,6,15,28,108.7,100.1,92.9,0.35,0.15,0.547,55.3,52.6,8.6,15.8,0.506,14,31.8,0.25,0.462,14.3,80.5,0.253
Heat,IND,5/22/2012,5,2,10,Home,W,0,115,83,32,43,70,0.614,9,16,0.563,20,29,0.69,7,49,20,5,10,13,20,30,89,0.337,6,21,0.286,17,23,0.739,13,35,15,8,3,9,21,127.8,92.3,90,0.414,0.229,0.695,58.3,46.5,5.6,14.7,0.679,13.6,24.1,0.286,0.371,8.3,76.4,0.191
Heat,IND,5/24/2012,6,2,11,Away,W,1,105,93,12,41,76,0.539,7,20,0.35,16,20,0.8,5,26,16,9,4,9,20,34,70,0.486,6,17,0.353,19,24,0.792,10,37,18,3,2,20,22,120.5,106.7,87.2,0.263,0.263,0.619,41.3,39,10.3,7.5,0.586,9.6,15.6,0.211,0.529,19.9,67.7,0.271
Heat,BOS,5/28/2012,1,3,12,Home,W,0,93,79,14,36,72,0.5,5,25,0.2,16,23,0.696,13,48,17,4,11,12,21,32,81,0.395,4,14,0.286,11,21,0.524,10,33,19,6,1,8,19,112.7,95.7,82.5,0.319,0.347,0.566,59.3,47.2,4.8,16.4,0.535,12.7,36.1,0.222,0.42,8.1,77.8,0.136
Heat,BOS,5/30/2012,2,3,13,Home,W,0,115,111,4,37,83,0.446,10,26,0.385,31,47,0.66,13,42,24,7,5,8,18,40,81,0.494,5,16,0.313,26,29,0.897,8,42,15,5,2,8,33,122.8,118.5,84.8,0.566,0.313,0.555,50,64.9,7.5,7.7,0.506,7.2,27.7,0.373,0.525,7.9,78.4,0.321
Heat,BOS,6/1/2012,3,3,14,Away,L,0,91,101,-10,38,77,0.494,5,17,0.294,10,20,0.5,6,32,20,5,5,10,24,38,76,0.5,5,17,0.294,20,26,0.769,12,44,16,4,4,12,24,104.6,116.1,87,0.26,0.221,0.53,42.1,52.6,5.7,8.5,0.526,10.4,15.8,0.13,0.533,12.1,68.4,0.263
Heat,BOS,6/3/2012,4,3,15,Away,L,0,91,93,-2,34,80,0.425,6,19,0.316,17,24,0.708,7,40,20,6,6,17,28,35,85,0.412,9,27,0.333,14,20,0.7,11,39,22,6,7,15,30,95.1,97.2,86.7,0.3,0.238,0.502,50.6,58.8,6.3,10.3,0.463,15.8,20,0.213,0.465,13.8,75,0.165
Heat,BOS,6/5/2012,5,3,16,Home,L,0,90,94,-4,32,82,0.39,7,26,0.269,19,25,0.76,12,49,13,6,3,15,21,33,81,0.407,6,15,0.4,22,27,0.815,9,39,19,13,4,12,21,97.1,101.4,92.7,0.305,0.317,0.484,55.7,40.6,6.5,4.5,0.433,13.9,28.6,0.232,0.444,11.4,80.4,0.272
Heat,BOS,6/7/2012,6,3,17,Away,W,1,98,79,19,37,76,0.487,7,16,0.438,17,22,0.773,10,44,15,8,4,12,21,32,75,0.427,1,14,0.071,14,20,0.7,7,34,14,9,3,13,19,112.9,91,86.8,0.289,0.211,0.572,56.4,40.5,9.2,6.6,0.533,12.3,27,0.224,0.433,13.4,82.9,0.187
Heat,BOS,6/9/2012,7,3,18,Home,W,1,101,88,13,36,70,0.514,9,26,0.346,20,27,0.741,9,38,16,8,3,13,14,35,75,0.467,6,19,0.316,12,15,0.8,7,33,19,10,2,13,24,118.7,103.5,85.1,0.386,0.371,0.617,53.5,44.4,9.4,5.4,0.579,13.7,25.7,0.286,0.507,13.7,80.6,0.16
Heat,OKC,6/12/2012,1,4,19,Away,L,0,94,105,-11,36,78,0.462,8,19,0.421,14,18,0.778,7,35,20,6,1,10,19,40,77,0.519,5,17,0.294,20,27,0.741,10,43,22,5,3,10,16,107.6,120.2,87.4,0.231,0.244,0.547,44.9,55.6,6.9,1.7,0.513,10.4,17.5,0.179,0.552,10.1,73.7,0.26
Heat,OKC,6/14/2012,2,4,20,Away,W,0,100,96,4,36,76,0.474,6,14,0.429,22,25,0.88,11,40,13,5,4,13,21,34,79,0.43,9,26,0.346,19,26,0.731,10,36,14,9,9,10,22,115.4,110.8,86.7,0.329,0.184,0.575,52.6,36.1,5.8,7.5,0.513,13,29.7,0.289,0.487,10,74.4,0.241
Heat,OKC,6/17/2012,3,4,21,Home,W,0,91,85,6,28,74,0.378,4,13,0.308,31,35,0.886,14,45,13,6,5,12,19,33,77,0.429,4,18,0.222,15,24,0.625,11,38,11,9,8,11,25,108,100.9,84.2,0.473,0.176,0.509,54.2,46.4,7.1,8.5,0.405,11.8,34.1,0.419,0.455,11.2,73.8,0.195
Heat,OKC,6/19/2012,4,4,22,Home,W,0,104,98,6,38,79,0.481,10,26,0.385,18,25,0.72,9,40,19,8,2,9,18,40,82,0.488,3,16,0.188,15,16,0.938,8,35,13,6,2,11,20,117.4,110.6,88.6,0.316,0.329,0.578,53.3,50,9,3,0.544,9.1,25,0.228,0.506,11,79.5,0.183
Heat,OKC,6/21/2012,5,4,23,Home,W,1,121,106,15,40,77,0.519,14,26,0.538,27,33,0.818,8,41,25,8,7,13,21,36,87,0.414,11,28,0.393,23,26,0.885,10,38,19,7,3,13,29,126,110.4,96.1,0.429,0.338,0.661,51.9,62.5,8.3,11.9,0.61,12.4,22.2,0.351,0.477,11.7,76.7,0.264
Heat,MIL,4/21/2013,1,1,1,Home,W,0,110,87,23,38,68,0.559,7,23,0.304,27,33,0.818,11,46,22,8,3,19,19,34,82,0.415,7,26,0.269,12,20,0.6,10,31,14,10,0,12,23,122.4,96.8,89.9,0.485,0.338,0.667,59.7,57.9,8.9,5.4,0.61,18.7,34.4,0.397,0.457,11.7,77.8,0.146
Heat,MIL,4/23/2013,2,1,2,Home,W,0,98,86,12,35,78,0.449,6,19,0.316,22,26,0.846,12,43,17,10,3,14,17,36,72,0.5,4,18,0.222,10,17,0.588,4,33,23,9,2,16,21,109.3,95.9,89.7,0.333,0.244,0.548,56.6,48.6,11.2,5.6,0.487,13.5,29.3,0.282,0.528,16.8,88.6,0.139
Heat,MIL,4/25/2013,3,1,3,Away,W,0,104,91,13,41,79,0.519,8,19,0.421,14,25,0.56,12,43,31,11,3,19,24,33,72,0.458,7,26,0.269,18,29,0.621,9,38,23,14,2,20,21,109.3,95.6,95.2,0.316,0.241,0.578,53.1,75.6,11.6,6.5,0.57,17.4,29.3,0.177,0.507,19.1,77.5,0.25
Heat,MIL,4/28/2013,4,1,4,Away,W,1,88,77,11,34,73,0.466,7,26,0.269,13,19,0.684,8,42,24,8,8,13,21,30,81,0.37,6,22,0.273,11,15,0.733,12,37,19,7,6,15,14,102.8,89.9,85.6,0.26,0.356,0.541,53.2,70.6,9.3,13.6,0.514,13.8,24.2,0.178,0.407,14.6,73.9,0.136
Heat,CHI,5/6/2013,1,2,5,Home,L,0,86,93,-7,31,78,0.397,7,24,0.292,17,25,0.68,7,32,20,8,8,8,24,31,71,0.437,7,18,0.389,24,29,0.828,9,46,20,5,3,15,20,98.7,106.7,87.1,0.321,0.308,0.483,41,64.5,9.2,15.1,0.442,8.2,15.9,0.218,0.486,15.2,73.5,0.338
Heat,CHI,5/8/2013,2,2,6,Home,W,0,115,78,37,42,70,0.6,9,18,0.5,22,29,0.759,8,41,29,9,5,17,24,27,76,0.355,9,23,0.391,15,21,0.714,12,28,17,8,0,17,27,130.7,88.6,88,0.414,0.257,0.695,59.4,69,10.2,9.4,0.664,17,33.3,0.314,0.414,16.6,73.3,0.197
Heat,CHI,5/10/2013,3,2,7,Away,W,0,104,94,10,35,70,0.5,8,20,0.4,26,30,0.867,9,39,21,4,4,12,20,35,77,0.455,7,22,0.318,17,25,0.68,11,37,21,7,4,11,30,122.1,110.4,85.2,0.429,0.286,0.625,51.3,60,4.7,7.3,0.557,12.6,25.7,0.371,0.5,11.1,73.2,0.221
Heat,CHI,5/13/2013,4,2,8,Away,W,0,88,65,23,33,68,0.485,6,18,0.333,16,21,0.762,7,36,24,9,9,16,23,19,74,0.257,2,17,0.118,25,32,0.781,19,46,12,10,3,17,19,106.5,78.7,82.6,0.309,0.265,0.57,43.9,72.7,10.9,15.8,0.529,17.2,20.6,0.235,0.27,16.2,60.4,0.338
Heat,CHI,5/15/2013,5,2,9,Home,W,1,94,91,3,32,70,0.457,6,21,0.286,24,33,0.727,6,32,20,10,5,10,24,33,75,0.44,8,19,0.421,17,24,0.708,15,40,14,5,5,14,21,112.2,108.7,83.7,0.471,0.3,0.556,44.4,62.5,11.9,8.9,0.5,10.6,19.4,0.343,0.493,14.1,63.4,0.227
Heat,IND,5/22/2013,1,3,10,Home,W,0,103,102,1,41,86,0.477,5,18,0.278,16,25,0.64,16,38,24,9,9,20,28,37,83,0.446,4,14,0.286,24,32,0.75,17,43,18,10,2,20,30,107.3,106.2,86.9,0.291,0.209,0.531,46.9,58.5,9.4,13,0.506,17.1,38.1,0.186,0.47,17.1,56.4,0.289
Heat,IND,5/24/2013,2,3,11,Home,L,0,93,97,-4,34,73,0.466,7,22,0.318,18,26,0.692,10,32,14,4,4,14,27,33,66,0.5,5,12,0.417,26,32,0.813,11,39,18,6,3,13,23,111.7,116.6,83.2,0.356,0.301,0.551,45.1,41.2,4.8,7.4,0.514,14.2,26.3,0.247,0.538,14,66.7,0.394
Heat,IND,5/26/2013,3,3,12,Away,W,0,114,96,18,42,77,0.545,6,14,0.429,24,28,0.857,6,36,21,6,5,5,30,29,73,0.397,8,14,0.571,30,44,0.682,18,45,16,1,3,10,25,134.6,113.4,84.7,0.364,0.182,0.638,44.4,50,7.1,8.5,0.584,5.3,18.2,0.312,0.452,9.8,62.5,0.411
Heat,IND,5/28/2013,4,3,13,Away,L,0,92,99,-7,30,77,0.39,8,23,0.348,24,27,0.889,12,30,15,7,5,6,30,35,70,0.5,3,14,0.214,26,33,0.788,15,49,18,3,5,12,25,115.8,124.6,79.4,0.351,0.299,0.518,38,50,8.8,8.9,0.442,6.3,26.1,0.312,0.521,12.4,54.5,0.371
Heat,IND,5/30/2013,5,3,14,Home,W,0,90,79,11,38,75,0.507,7,18,0.389,7,12,0.583,6,32,19,6,7,10,11,31,69,0.449,5,13,0.385,12,15,0.8,6,33,11,6,5,17,19,107.8,94.6,83.5,0.16,0.24,0.561,49.2,50,7.2,12.5,0.553,11.1,18.2,0.093,0.486,18.4,81.3,0.174
Heat,IND,6/1/2013,6,3,15,Away,L,0,77,91,-14,26,72,0.361,10,18,0.556,15,19,0.789,9,33,10,10,6,13,21,37,74,0.5,6,11,0.545,11,18,0.611,15,53,19,5,3,18,19,92.1,108.9,83.6,0.264,0.25,0.479,38.4,38.5,12,9.5,0.431,13.9,19.1,0.208,0.541,18,61.5,0.149
Heat,IND,6/3/2013,7,3,16,Home,W,1,99,76,23,30,77,0.39,6,16,0.375,33,38,0.868,15,43,14,11,5,10,22,28,69,0.406,6,20,0.3,14,20,0.7,8,37,14,3,3,21,28,114.2,87.7,86.7,0.494,0.208,0.528,53.8,46.7,12.7,10.2,0.429,9.6,34.1,0.429,0.449,21.3,77.8,0.203
Heat,SAS,6/6/2013,1,4,17,Home,L,0,88,92,-4,34,78,0.436,8,25,0.32,12,17,0.706,9,46,20,4,2,8,12,35,84,0.417,7,23,0.304,15,18,0.833,6,37,16,6,5,4,12,103.5,108.2,85,0.218,0.321,0.515,55.4,58.8,4.7,3.3,0.487,8.6,22.5,0.154,0.458,4.2,86,0.179
Heat,SAS,6/9/2013,2,4,18,Home,W,0,103,84,19,41,83,0.494,10,19,0.526,11,14,0.786,9,36,22,9,6,6,17,32,78,0.41,10,20,0.5,10,14,0.714,15,44,16,3,4,16,14,124.1,101.2,83,0.169,0.229,0.578,45,53.7,10.8,10.3,0.554,6.3,23.7,0.133,0.474,16,64.3,0.128
Heat,SAS,6/11/2013,3,4,19,Away,L,0,77,113,-36,31,76,0.408,8,18,0.444,7,10,0.7,9,36,21,9,8,16,21,43,88,0.489,16,32,0.5,11,19,0.579,19,52,29,10,4,12,13,88.8,130.3,86.7,0.132,0.237,0.479,40.9,67.7,10.4,14.3,0.461,16.6,21.4,0.092,0.58,11.1,58.7,0.125
Heat,SAS,6/13/2013,4,4,20,Away,W,0,109,93,16,45,85,0.529,4,12,0.333,15,17,0.882,7,41,23,13,7,9,26,31,70,0.443,8,16,0.5,23,31,0.742,5,36,21,5,4,18,18,116,99,94,0.2,0.141,0.589,53.2,51.1,13.8,13,0.553,8.9,18.4,0.176,0.5,17.7,87.2,0.329
Heat,SAS,6/16/2013,5,4,21,Away,L,0,104,114,-10,37,86,0.43,11,23,0.478,19,23,0.826,12,34,25,8,3,13,24,42,70,0.6,9,22,0.409,21,26,0.808,5,36,21,5,8,18,21,111.6,122.3,93.2,0.267,0.267,0.541,48.6,67.6,8.6,6.3,0.494,11.9,27.9,0.221,0.664,18.1,81.5,0.3
Heat,SAS,6/18/2013,6,4,22,Home,W,1,103,100,3,38,81,0.469,11,19,0.579,16,21,0.762,12,42,23,10,6,15,26,37,85,0.435,5,18,0.278,21,28,0.75,12,45,13,8,2,13,21,110.4,107.1,84.5,0.259,0.235,0.571,48.3,60.5,10.7,9,0.537,14.3,26.7,0.198,0.465,11.8,71.4,0.247
Heat,SAS,6/20/2013,7,4,23,Home,W,1,95,88,7,36,82,0.439,12,32,0.375,11,16,0.688,11,43,14,8,4,16,19,31,82,0.378,6,19,0.316,20,22,0.909,12,43,13,12,3,14,19,104.7,97,90.7,0.195,0.39,0.533,50,38.9,8.8,6.3,0.512,15.2,26.2,0.134,0.415,13.2,72.7,0.244
Heat,CHA,4/20/2014,1,1,1,Home,W,0,99,88,11,35,76,0.461,11,23,0.478,18,26,0.692,6,38,14,5,3,7,12,36,79,0.456,8,21,0.381,8,12,0.667,8,44,18,5,2,13,17,113.3,100.7,87.4,0.342,0.303,0.566,46.3,40,5.7,5.2,0.533,7.4,14.3,0.237,0.506,13.4,80,0.101
Heat,CHA,4/23/2014,2,1,2,Home,W,0,101,97,4,35,67,0.522,9,23,0.391,22,29,0.759,4,37,19,9,6,17,21,37,88,0.42,9,21,0.429,14,19,0.737,15,41,18,5,2,13,22,110.6,106.3,91.3,0.433,0.343,0.633,47.4,54.3,9.9,9,0.59,17.6,13.3,0.328,0.472,11.9,68.8,0.159
Heat,CHA,4/26/2014,3,1,3,Away,W,0,98,85,13,36,83,0.434,9,18,0.5,17,20,0.85,6,39,26,8,7,6,25,27,65,0.415,7,18,0.389,24,33,0.727,4,38,21,3,8,14,18,110.6,95.9,88.6,0.241,0.217,0.534,50.6,72.2,9,14.9,0.488,6.1,15,0.205,0.469,15,89.2,0.369
Heat,CHA,4/28/2014,4,1,4,Away,W,1,109,98,11,39,78,0.5,9,24,0.375,22,29,0.759,5,33,25,7,2,8,21,35,69,0.507,7,25,0.28,21,30,0.7,6,36,22,4,6,16,24,119.6,107.6,91.1,0.372,0.308,0.6,47.8,64.1,7.7,4.5,0.558,8.1,14.3,0.282,0.558,16.3,82.4,0.304
Heat,BRK,5/6/2014,1,2,5,Home,W,0,107,86,21,42,74,0.568,9,23,0.391,14,16,0.875,4,37,22,4,4,10,17,33,70,0.471,10,24,0.417,10,17,0.588,6,32,11,5,1,11,18,127.7,102.7,83.8,0.216,0.311,0.66,53.6,52.4,4.8,8.7,0.628,11,13.3,0.189,0.543,12.4,84.6,0.143
Heat,BRK,5/8/2014,2,2,6,Home,W,0,94,82,12,35,71,0.493,10,24,0.417,14,18,0.778,6,36,17,10,7,8,14,33,78,0.423,8,24,0.333,8,14,0.571,13,43,19,5,3,14,15,115.5,100.7,81.4,0.254,0.338,0.596,45.6,48.6,12.3,13,0.563,9.2,16.7,0.197,0.474,14.3,69.8,0.103
Heat,BRK,5/10/2014,3,2,7,Away,L,0,90,104,-14,31,68,0.456,8,24,0.333,20,25,0.8,5,27,13,8,6,10,20,38,72,0.528,15,25,0.6,13,17,0.765,9,43,26,6,1,14,23,109,125.9,82.6,0.368,0.353,0.57,38.6,41.9,9.7,12.8,0.515,11.2,12.8,0.294,0.632,15,71,0.181
Heat,BRK,5/12/2014,4,2,8,Away,W,0,102,96,6,37,70,0.529,8,24,0.333,20,27,0.741,7,34,14,8,6,8,23,34,78,0.436,5,22,0.227,23,28,0.821,14,40,22,4,1,10,22,124.1,116.8,82.2,0.386,0.343,0.623,45.9,37.8,9.7,10.7,0.586,8.9,21.2,0.286,0.468,10,65.9,0.295
Heat,BRK,5/14/2014,5,2,9,Home,W,1,96,94,2,29,67,0.433,9,29,0.31,29,31,0.935,7,33,18,5,4,10,16,37,78,0.474,8,22,0.364,12,15,0.8,12,36,14,4,3,12,21,118.3,115.8,81.2,0.463,0.433,0.595,47.8,62.1,6.2,7.1,0.5,11,22.6,0.433,0.526,12.4,68.4,0.154
Heat,IND,5/18/2014,1,3,10,Away,L,0,96,107,-11,40,78,0.513,6,23,0.261,10,15,0.667,4,29,23,7,4,11,26,35,68,0.515,8,19,0.421,29,37,0.784,7,38,23,4,3,12,15,108.2,120.6,88.7,0.192,0.295,0.567,43.3,57.5,7.9,8.2,0.551,11.5,11.4,0.128,0.574,12.5,78.1,0.426
Heat,IND,5/20/2014,2,3,11,Away,W,0,87,83,4,34,67,0.507,8,20,0.4,11,18,0.611,6,38,19,7,6,11,17,32,80,0.4,9,19,0.474,10,15,0.667,16,41,19,6,2,10,16,110.7,105.6,78.6,0.269,0.299,0.581,48.1,55.9,8.9,9.8,0.567,12.8,19.4,0.164,0.456,10.4,66.7,0.125
Heat,IND,5/24/2014,3,3,12,Home,W,0,99,87,12,37,68,0.544,10,18,0.556,15,20,0.75,6,29,17,9,2,15,24,31,65,0.477,6,21,0.286,19,25,0.76,6,29,17,7,1,17,22,117.4,103.2,84.3,0.294,0.265,0.645,50,45.9,10.7,4.5,0.618,16.3,20.7,0.221,0.523,18.3,79.3,0.292
Heat,IND,5/26/2014,4,3,13,Home,W,0,102,90,12,32,69,0.464,8,24,0.333,30,34,0.882,6,34,16,7,2,5,17,35,71,0.493,9,21,0.429,11,17,0.647,9,37,18,1,1,14,27,125.1,110.4,81.5,0.493,0.348,0.607,47.9,50,8.6,4,0.522,5.6,17.6,0.435,0.556,15.1,75.7,0.155
Heat,IND,5/28/2014,5,3,14,Away,L,0,90,93,-3,34,75,0.453,15,31,0.484,7,8,0.875,11,38,22,6,3,17,24,37,78,0.474,6,21,0.286,13,22,0.591,16,45,13,12,2,12,16,108.7,112.3,82.8,0.107,0.413,0.573,45.8,64.7,7.2,5.3,0.553,17.8,27.5,0.093,0.513,12,62.8,0.167
Heat,IND,5/30/2014,6,3,15,Home,W,1,117,92,25,44,76,0.579,11,26,0.423,18,21,0.857,8,37,24,7,4,9,22,32,69,0.464,10,25,0.4,18,24,0.75,4,28,14,5,2,11,17,137.9,108.5,84.8,0.276,0.342,0.686,56.9,54.5,8.3,9.1,0.651,9.6,25,0.237,0.536,12.1,87.9,0.261
Heat,SAS,6/5/2014,1,4,16,Away,L,0,95,110,-15,37,78,0.474,12,29,0.414,9,11,0.818,7,29,16,14,2,16,21,40,68,0.588,13,25,0.52,17,22,0.773,5,39,30,8,4,22,14,103.2,119.5,92.1,0.141,0.372,0.573,42.6,43.2,15.2,4.7,0.551,16.2,17.1,0.115,0.684,22.1,81.5,0.25
Heat,SAS,6/8/2014,2,4,17,Away,W,0,98,96,2,37,70,0.529,8,19,0.421,16,21,0.762,5,38,16,6,3,13,20,36,82,0.439,12,26,0.462,12,20,0.6,11,37,26,7,1,11,20,112.4,110.1,87.2,0.3,0.271,0.618,50.7,43.2,6.9,5.4,0.586,14.1,16.1,0.229,0.512,10.8,75,0.146
Heat,SAS,6/10/2014,3,4,18,Home,L,0,92,111,-19,32,62,0.516,10,21,0.476,18,24,0.75,5,26,17,8,1,20,26,38,64,0.594,9,20,0.45,26,32,0.813,5,29,21,12,4,12,25,108.5,131,84.8,0.387,0.339,0.634,47.3,53.1,9.4,2.3,0.597,21.6,17.2,0.29,0.664,13.3,80.8,0.406
